Name,Code,Factoid ID,Location,Pleiades,Geonames,Source,Source loc,Description in PBW,RELEVEN location type,Date,Dating authority,Outside source,Notes
Romanos,4,,,,,Zonaras,18.11.29,Constantinople: returned to Constantinople,Specifies presence,,,,
Romanos,104,246960,Anatolikon,,,Zonaras,17.22.3,Anatolikon: was a neighbour of <Georgios 62> at his house in the theme of Anatolikon,Specifies presence,,,,
Romanos,4,247046,Neokaisareia,https://pleiades.stoa.org/places/614769,,Zonaras,18.11.11-12,Neokaisareia: made despondent by Turkish sack of Neokaisareia,Does not specify presence,,,,
Romanos,4,247055,Ikonion,https://pleiades.stoa.org/places/648647,,Zonaras,18.12.5-6,Ikonion: learning of the Turks' offensive against Ikonion,Does not specify presence,,,,
Romanos,4,247071,Mantzikert,,https://www.geonames.org/304916,Zonaras,18.13.10,Mantzikert: had it handed over to him by agreement Mantzikert,Does not specify presence,,,,
Romanos,4,247063,Anatolikon,,,Zonaras,18.13.4,Anatolikon: proceeded to the theme of Anatolikon,Does not specify presence,,,,
Romanos,4,247064,Halys,https://pleiades.stoa.org/places/857148,,Zonaras,18.13.6,Halys: crossed the Halys,Specifies presence,,,,
Romanos,4,247065,Caesarea (Cappadocia),https://pleiades.stoa.org/places/629035,,Zonaras,18.13.6,Caesarea: passed by Caesarea,Specifies presence near,,,,
Romanos,4,247066,Krya Pege (Cappadocia),https://pleiades.stoa.org/places/628944,,Zonaras,18.13.6,Krya Pege (Cappadocia): pitched camp at Krya Pege (Cappadocia),Specifies presence,,,,
Romanos,4,247067,Chliat,,https://www.geonames.org/325103,Zonaras,18.13.8,Chliat: despatched <Roussel 61> against Chliat,Does not specify presence,,,,
Romanos,4,247069,Mantzikert,,https://www.geonames.org/304916,Zonaras,18.13.9,Mantzikert: ordered <Anonymus 6056> to ravage Mantzikert,Does not specify presence,,,,
Romanos,4,247072,Chliat,,https://www.geonames.org/325103,Zonaras,18.14.1,Chliat: sent to Chliat,Does not specify presence,,,,
Romanos,4,247073,Theodosioupolis (Erzerum),https://pleiades.stoa.org/places/874373,,Zonaras,18.14.27,Theodosioupolis (Erzerum): departed for and rested at Theodosioupolis (Erzerum),Specifies presence,,,,
Romanos,4,247077,Tyropoion (Cappadocia),,,Zonaras,18.15.11,Tyropoion (Cappadocia): was in Tyropoion (Cappadocia),Specifies presence,,,,
Romanos,4,247079,Cilicia,https://pleiades.stoa.org/places/981514,,Zonaras,18.15.12,Cilicia: was taken by <Chatatourios 61> and led to Cilicia,Specifies presence,,,,
Romanos,4,247081,Adana,https://pleiades.stoa.org/places/648548,,Zonaras,18.15.13,Adana: was residing at Adana,Specifies presence,,,,
Romanos,4,247084,Princes' Islands: Prote,,https://www.geonames.org/743314,Zonaras,18.15.22,Princes' Islands: Prote: was taken away to  Prote,Specifies presence,,,,
Romanos,4,247075,Dokeia,,,Zonaras,18.15.6,Dokeia: on reaching it encamped nearby Dokeia,Specifies presence near,,,,
Romanos,4,247076,Cappadocia,,,Zonaras,18.15.8,Cappadocia: came to Cappadocia,Specifies presence,,,,
Roussel,61,376981,Amaseia,https://pleiades.stoa.org/places/857018,,Anna Komnene,16.48-17.73,Amaseia: was the victim of a staged blinding at Amaseia,Specifies presence,,,,
Roussel,61,234642,Chliat,,https://www.geonames.org/325103,Attaleiates: History,148.19 / 111.10,Chliat: sent by <Romanos 4> at the head of mercenary troops to plunder Chliat,Specifies presence,,,,
Roussel,61,234723,Ikonion,https://pleiades.stoa.org/places/648647,,Attaleiates: History,183.12 / 135.22,Ikonion: rose in rebellion when the army sent against the Turks reached Ikonion,Specifies presence,,,,
Roussel,61,234724,Melitene,https://pleiades.stoa.org/places/629039,,Attaleiates: History,183.16 / 136.1,Melitene: attacked and defeated a party of Turks he came across at Melitene,Specifies presence near,,,,
Roussel,61,234729,Sangarios (river),,,Attaleiates: History,185.1 / 136.26,Sangarios (river): pitched his camp by the bridge of Zompos on the banks of the Sangarios,Specifies presence,,,,
Roussel,61,234730,Zompos,,,Attaleiates: History,185.1 / 136.26,Zompos: pitched his camp on the banks of the Sangarios by the bridge of Zompos,Specifies presence near,,,,
Roussel,61,234728,Armeniakon,,,Attaleiates: History,185.2 / 136.26-137.1,Armeniakon: reached the Sangarios to face <Ioannes 62> after riding night and day from Armeniakon,Specifies presence,,,,
Roussel,61,234740,Chrysopolis (Bithynia),https://pleiades.stoa.org/places/520995,,Attaleiates: History,188.12 / 139.12,Chrysopolis (Bithynia): set fire to the houses of Chrysopolis (Bithynia),Specifies presence,,,,
Roussel,61,234739,Bosporos,https://pleiades.stoa.org/places/520977,,Attaleiates: History,188.13 / 139.12,Bosporos: pitched his camp at Chrysopolis opposite Constantinople on the Bosporos,Specifies presence,,,,
Roussel,61,234744,Metabole (Bithynia),,,Attaleiates: History,189.17 / 140.7,Metabole (Bithynia): encamped at the fort of Metabole (Bithynia),Specifies presence,,,,"The battle here took place in 1074 or 1075, as suggested by K&K, n. 238."
Roussel,61,234742,Chrysopolis (Bithynia),https://pleiades.stoa.org/places/520995,,Attaleiates: History,189.7 / 139.24,Chrysopolis (Bithynia): withdrew to Nikomedeia from Chrysopolis (Bithynia),Does not specify presence,,,,
Roussel,61,234743,Nikomedeia,https://pleiades.stoa.org/places/511337,,Attaleiates: History,189.7 / 139.25,Nikomedeia: left Chrysopolis and withdrew to Nikomedeia,Specifies presence,,,,
Roussel,61,234750,Metabole (Bithynia),,,Attaleiates: History,198.21 / 146.16,Metabole (Bithynia): after his release left with his troops and family the fort at Metabole (Bithynia),Does not specify presence,,,,
Roussel,61,234751,Armeniakon,,,Attaleiates: History,199.1 / 146.19,Armeniakon: left Metabole and reached his forts in Armeniakon,Specifies presence,,,,
Roussel,61,234827,Herakleia (Thrace),https://pleiades.stoa.org/places/511333,,Attaleiates: History,269.5 / 193.1,Herakleia (Thrace): arrived at and turned into a stronghold for his army the city of Herakleia (Thrace),Specifies presence,,,,
Roussel,61,234837,Herakleia (Thrace),https://pleiades.stoa.org/places/511333,,Attaleiates: History,271.23 / 194.25,Herakleia (Thrace): celebrated his victory over <Ioannes 61> Bryennios at Herakleia (Thrace),Specifies presence,,,,
Roussel,61,247068,Chliat,,https://www.geonames.org/325103,Zonaras,18.13.8,Chliat: was despatched by <Romanos 4> against Chliat,Specifies presence,,,,
Roussel,61,247088,Ikonion,https://pleiades.stoa.org/places/648647,,Zonaras,18.16.14,Ikonion: deserted near Ikonion,Specifies presence near,,,,
Roussel,61,247089,Sangarios (river),,,Zonaras,18.16.17,Sangarios (river): took control of Sangarios,Specifies presence,,,,
Roussel,61,247092,Chrysopolis (Bithynia),https://pleiades.stoa.org/places/520995,,Zonaras,18.16.21,Chrysopolis (Bithynia): received Chrysopolis (Bithynia),Specifies presence,,,,
Roussel,61,,,,,Zonaras,18.16.21,Constantinople: hastened towards Constantinople,Does not specify presence,,,,
Roussel,61,247094,Armeniakon,,,Zonaras,18.16.30,Armeniakon: came to the theme of Armeniakon,Specifies presence,,,,
Roussel,61,,,,,Zonaras,18.16.34,Constantinople: was brought in chains to Constantinople,Specifies presence,,,,
Roussel,61,247132,Herakleia (Thrace),https://pleiades.stoa.org/places/511333,,Zonaras,18.18.15,Herakleia (Thrace): was encamped in Herakleia (Thrace),Specifies presence,,,,
Sabas,105,229662,Rhizenon (near Ephesos?),,,Lazaros of Galesion,533B,Rhizenon (near Ephesos?): hailed from Rhizenon (near Ephesos?),Specifies presence,,,,
Samuel,103,372895,Preslav (Great),,,Anna Komnene,210.13-26,Preslav (Great): was last of the dynasty under whom the great city became known as Preslav (Great),Dignity,,,,
Samuel,101,234589,Armeniakon,,,Attaleiates: History,123.9-10 / 93.13,Armeniakon: was commander of the five tagmata from the West wintering in the Armeniakon,Specifies presence,"J 1069, April 12",Other,"K&K, n. 191.",
Samuel,103,228010,Larissa (Thessaly),https://pleiades.stoa.org/places/540905,,Kekaumenos,202.21,Larissa (Thessaly): attempted in vain to capture Larissa (Thessaly),Does not specify presence,,,,
Samuel,103,228013,Larissa (Thessaly),https://pleiades.stoa.org/places/540905,,Kekaumenos,204.18,Larissa (Thessaly): subjugated without bloodshed the people of Larissa (Thessaly),Specifies presence,,,,
Selte,101,234488,Danube,https://pleiades.stoa.org/places/226577,,Attaleiates: History,67.7-8 / 51.16,Danube: had his hideout on a steep rock by the banks of the Danube,Specifies presence near,,,,
Sergios,107,226002,Corinth,https://pleiades.stoa.org/places/570182,,Alexios Stoudites,Rhalles-Potles 5.24,Corinth: was metropolitan of Corinth,Dignity,,,,
Sergios,105,379937,Thrakesion,,,Psellos,Letters (Gautier) 27 tit.,Thrakesion: was krites of Thrakesion,Dignity,,,,
Sergios,101,417880,Corinth,https://pleiades.stoa.org/places/570182,,Seals,,Corinth: was metropolitan of Corinth,Dignity,,,,
Sergios,101,419371,Corinth,https://pleiades.stoa.org/places/570182,,Seals,,Corinth: was metropolitan of Corinth,Dignity,,,,
Sergios,105,418037,Thrakesion,,,Seals,,Thrakesion: was krites of the velon of Thrakesion,Dignity,,,,
Sergios,101,225269,Corinth,https://pleiades.stoa.org/places/570182,,Synod of 1094,218,Corinth: was metropolitan of Corinth,Dignity,,,,
Sisinios,101,225965,Keltzene (eastern Anatolia),https://pleiades.stoa.org/places/874467,,Alexios Stoudites,"26.25, Rhalles-Potles 5.32",Keltzene (eastern Anatolia): was metropolitan of Keltzene (eastern Anatolia),Dignity,,,,
Stephanos,141,225963,Calabria,,,Alexios Stoudites,"26.23, 42.16",Calabria: was metropolitan of Calabria,Dignity,,,,
Stephanos,143,225994,Parsakoutes,,,Alexios Stoudites,27.23,Parsakoutes: was bishop of Parsakoutes,Dignity,,,,
Stephanos,142,225976,Crete,https://pleiades.stoa.org/places/589748,,Alexios Stoudites,"27.6, Rhalles-Potles 5.24, 5.32",Crete: was metropolitan of Crete,Dignity,,,,
Stephanos,103,234470,Syria,,,Attaleiates: History,44.9 / 33.24,Syria: was invested with the rule of Syria,Specifies presence,J 1045,Other,"K&K, n. 76.",
Stephanos,144,229700,"Galesion, Mount: Saviour",,,Lazaros of Galesion,539B,"Galesion, Mount: Saviour: was sent by <Lazaros 104> together with the other eunuchs to (the monastery of) the  Saviour",Specifies presence,,,,
Stephanos,144,229701,"Galesion, Mount: Resurrection",,,Lazaros of Galesion,539B,"Galesion, Mount: Resurrection: was not allowed by <Lazaros 104> to return to (the monastery of) the  Resurrection",Does not specify presence,,,,
Stephanos,144,229702,"Galesion, Mount: Resurrection",,,Lazaros of Galesion,539D,"Galesion, Mount: Resurrection: returned after the death of <Lazaros 104> to (the monastery of) the  Resurrection",Specifies presence,,,,
Stephanos,144,229779,Bessai (near Ephesos),,,Lazaros of Galesion,574A,Bessai (near Ephesos): was dissuaded by <Lazaros 104> from moving from the Saviour to Bessai (near Ephesos),Does not specify presence,,,,
Stephanos,113,417050,Serres (Macedonia),https://pleiades.stoa.org/places/501616,,Seals,,Serres: was metropolitan of Serres,Dignity,,,,
Stephanos,142,417029,Crete,https://pleiades.stoa.org/places/589748,,Seals,,Crete: was metropolitan of Crete,Dignity,,,,
Stephanos,142,419391,Crete,https://pleiades.stoa.org/places/589748,,Seals,,Crete: was metropolitan of Crete,Dignity,,,,
Stephanos,140,224829,Constantinople: Hagios Alexios,,,Synod of 1072,57.2-3,Constantinople: Hagios Alexios: attended the synod at the church of  Hagios Alexios,Specifies presence,,,,
Stephanos,158,434791,Constantinople: Hagia Sophia,https://pleiades.stoa.org/places/307220778,,Synodal edict (1054),166.11,Constantinople: Hagia Sophia: was oikonomos of Hagia Sophia,Dignity,,,,
Stephanos,102,246954,Damokrania: Archangel,,,Zonaras,17.20.17,Damokrania: Archangel: encountered <Konstantinos 9> at the church of the Archangel,Specifies presence,,,,
Stephanos,103,246981,Vaspurakan,,,Zonaras,17.25.16,Vaspurakan: was ruler of Vaspurakan,Dignity,,,,
Stephanos,103,246985,Vaspurakan,,,Zonaras,17.25.24,Vaspurakan: was general of Vaspurakan,Dignity,,,,
Sthlabotas,101,228025,Peteriskos (Bulgaria),,https://www.geonames.org/734679,Kekaumenos,218.19,Peteriskos (Bulgaria): was taken by Nikoulitzas (<Nikoulitzas 101>) to Peteriskos (Bulgaria),Specifies presence,,,,
Strategios,102,226006,Apros,https://pleiades.stoa.org/places/507367,,Alexios Stoudites,"Rhalles-Potles 5.24, 5.32",Apros: was archbishop of Apros,Dignity,,,,
Sulayman,5000,373113,Nicaea,https://pleiades.stoa.org/places/511268,,Anna Komnene,114.41,Nicaea: had his palace in Nicaea,Specifies presence near,,,,"Anna explicitly says Sulayman had his palace somewhere around Nicaea, and not in the city."
Sulayman,5000,433157,Damalis,https://pleiades.stoa.org/places/521001,,Anna Komnene,114.44,"Damalis: raided regularly as far as Damalis, near the City",Specifies presence near,,,,
Sulayman,5000,234821,Nicaea,https://pleiades.stoa.org/places/511268,,Attaleiates: History,266.19 / 191.14,Nicaea: went to see <Nikephoros 3> Botaneiates at Nicaea,Specifies presence,,,,
Sulayman,5000,234842,Chrysopolis (Bithynia),https://pleiades.stoa.org/places/520995,,Attaleiates: History,276.21 / 198.22,Chrysopolis (Bithynia): encamped with his troops at Chrysopolis (Bithynia),Specifies presence,,,,"Although Attaleiates does not mention this person by name here, this is an interpolation by PBW."
Symeon,104,431475,Jerusalem,https://pleiades.stoa.org/places/687928,,Albert of Aachen,I.3,Jerusalem: was patriarch of Jerusalem,Dignity,,,,"Symeon is not mentioned by name by Albert at all, it is added by the editor""Symeon II, the orthodox patriarch of Jerusalem, died 1099, p. 4, n. 5."
Symeon,104,431732,Cyprus,https://pleiades.stoa.org/places/707498,,Albert of Aachen,VI.39,Cyprus: died on Cyprus,Specifies presence,,,,
Symeon,119,225932,Philippopolis,https://pleiades.stoa.org/places/216927,,Alexios Stoudites,19.33,Philippopolis: was metropolitan of Philippopolis,Dignity,,,,
Symeon,119,225964,Philippopolis,https://pleiades.stoa.org/places/216927,,Alexios Stoudites,26.22,Philippopolis: was bishop of Philippopolis,Dignity,,,,
Symeon,118,433608,Alexandria,https://pleiades.stoa.org/places/727070,,Anna Komnene,181.27,Alexandria: came from Alexandria,?,,,,"It doesn't seem that Symeon came from Alexandria according to Anna. The Greek text says that there was Symeon Seth AND an Egyptian person named Alexandreos (or from Alexandria, but not necessarily). After all, we are almost certain that Seth was born in Antioch, not Alexandria."
Symeon,118,433611,Raidestos (Thrace),https://pleiades.stoa.org/places/511187,,Anna Komnene,182.36,Raidestos (Thrace): was exiled to Raidestos,?,,,,"It doesn't seem that this narrative is about Symeon Seth. The Greek text says that there was Symeon Seth AND an Egyptian person named Alexandreos (or from Alexandria, but not necessarily), who was exiled to Rhadeistos."
Symeon,117,224987,Kyzikos,https://pleiades.stoa.org/places/511218,,Chrysobull of 1079,31.5,Kyzikos: was metropolitan of Kyzikos,Dignity,,,,
Symeon,107,376158,Athos: Galeagra,https://pleiades.stoa.org/places/501365,,Esphigmenou,48.7-8,Athos: Galeagra: was hegoumenos of the monastery of Hagios Ioannes Prodromos and Baptist at  Galeagra,Dignity,,,,
Symeon,107,395347,Athos: Galeagra,https://pleiades.stoa.org/places/501365,,Panteleemon,55.8,Athos: Galeagra: was hegoumenos of the monastery of  Galeagra,Dignity,,,,
Symeon,107,376277,Athos: Galeagra,https://pleiades.stoa.org/places/501365,,Protaton,221190,Athos: Galeagra: was hegoumenos of the monastery of  Galeagra,Dignity,,,,
Symeon,104,417414,Jerusalem,https://pleiades.stoa.org/places/687928,,Seals,,Jerusalem: was patriarch of Jerusalem,Dignity,,,,
Symeon,116,224819,Constantinople: Hagios Alexios,,,Synod of 1072,57.2-3,Constantinople: Hagios Alexios: attended the synod at the church of  Hagios Alexios,Specifies presence,,,,
Symeon,116,224820,Pessinous (on Sangarios),https://pleiades.stoa.org/places/609500,,Synod of 1072,57.14,Pessinous (on Sangarios): was metropolitan of Pessinous (on Sangarios),Dignity,,,,
Symeon,103,225343,Constantinople: kyr Philotheou,,,Synod of 1094,220,Constantinople: kyr Philotheou: was a recluse at the monastery of  kyr Philotheou,Dignity,,,,
Symeon,104,225355,Jerusalem,https://pleiades.stoa.org/places/687928,,Synod of 1094,220,Jerusalem: was patriarch of Jerusalem,Dignity,,,,
Symeon,105,232985,Anaplous (on Bosporos),https://pleiades.stoa.org/places/520958,,"Theophylaktos of Ohrid, Letters",253.1,Anaplous (on Bosporos): was hegoumenos of the monastery of Anaplous (on Bosporos),Dignity,,,,
Symeon,107,395420,Athos: Galeagra,https://pleiades.stoa.org/places/501365,,Xeropotamou,50.45,Athos: Galeagra: was hegoumenos of  Galeagra,Dignity,,,,
Tatikios,61,433238,Achridos,,,Anna Komnene,126.16,Achridos: was leader of the Turkish forces from around Achridos,Dignity,,,,
Tatikios,61,433697,Nicaea,https://pleiades.stoa.org/places/511268,,Anna Komnene,189.61,Nicaea: was sent against <Abul-Kasim 15001> to Nicaea,Specifies presence near,,,,
Tatikios,61,433698,Basileia (Bithynia),,,Anna Komnene,189.71,Basileia (Bithynia): withdrew twelve stades from Nicaea and camped at Basileia,Specifies presence / Specifies presence near,,,,
Tatikios,61,433708,Prainetos (Bithynia),https://pleiades.stoa.org/places/511372,,Anna Komnene,189.84,"Prainetos (Bithynia): won a battle with a ""Keltish"" cavalry charge at Prainetos",Specifies presence,,,,
Tatikios,61,433838,Adrianople (Thrace),https://pleiades.stoa.org/places/5014275,,Anna Komnene,200.65,Adrianople (Thrace): was sent to recruit soldiers at Adrianople,Does not specify presence,,,,
Tatikios,61,433848,Philippopolis,https://pleiades.stoa.org/places/216927,,Anna Komnene,201.85,Philippopolis: his headquarters for this Pecheneg campaign was Philippoupolis,Specifies presence near,,,,
Tatikios,61,433847,Sidera (Haimos),,https://www.geonames.org/734313,Anna Komnene,202.23,Sidera (Haimos): failed to pursue the Pechenegs over the Sidera Pass,Does not specify presence,,,,
Tatikios,61,434513,Therma (Bulgaria),,,Anna Komnene,286.63,"Therma (Bulgaria): was sent, with <Kantakouzenos 101>, to Therma",Specifies presence,,,,
Tatous,101,433820,Dristra,https://pleiades.stoa.org/places/216800,,Anna Komnene,199.27,Dristra: was chieftain at Dristra,Dignity,,,,
Tatous,101,373114,Bitzina,,,Anna Komnene,199.28,"Bitzina: occupied various places near the Danube, including Bitzina",?,,,,"I don't see anywhere in the text that Tatous ""occupied Bitzina"". There were many chieftains and Tatous was only one of them, and no ""occupation"" of Bitzina is mentioned."
Tatous,101,234758,Dristra: Acropolis,,,Attaleiates: History,205.16 / 151.9,Dristra: Acropolis: was entrusted by the inhabitants of Dristra with the control of the  Acropolis,Specifies presence,J 1074,Other,"K&K, n. 249.",
Theodora,1,234433,Constantinople: Hagia Sophia,https://pleiades.stoa.org/places/307220778,,Attaleiates: History,16.17 / 13.16,Constantinople: Hagia Sophia: arrived from Petrion in order to take hold of power at  Hagia Sophia,Specifies presence,,,,
Theodora,1,234434,"Constantinople: Hagia Sophia, Patriarchal apartments",,,Attaleiates: History,16.18 / 13.17,"Constantinople: Hagia Sophia, Patriarchal apartments: spent the night forming a new government at  Hagia Sophia, Patriarchal apartments",Specifies presence,,,,
Theodora,1,234431,Constantinople: Petrion,,,Attaleiates: History,16.5-6 / 13.7,Constantinople: Petrion: lived for many years as a private individual (in a monastery?) at  Petrion,Specifies presence,,,,
Theodora,1,234432,Constantinople: Petrion,,,Attaleiates: History,16.5-6 / 13.7,Constantinople: Petrion: was brought by the crowd (protesting against her sister <Zoe 1>'s banishment) out of her residence at  Petrion,Specifies presence,,,,
Theodora,1,234439,Constantinople: Hagia Sophia,https://pleiades.stoa.org/places/307220778,,Attaleiates: History,17.24-18.1 / 14.16,Constantinople: Hagia Sophia: was proclaimed emperor after leaving the church of  Hagia Sophia,Specifies presence,"J 1041, April 20",Other,"K&K,  n. 35.",
Theodora,1,227382,Constantinople: Great Palace,,,Glykas,599.6,Constantinople: Great Palace: was hurried by her supporters to the  Great Palace,Specifies presence,,,,
Theodora,1,228410,Constantinople: Hagia Sophia,https://pleiades.stoa.org/places/307220778,,Kleinchroniken,166.12,Constantinople: Hagia Sophia: was crowned by <Alexios 11> in  Hagia Sophia,Specifies presence,,,,
Theodora,1,228411,Constantinople: Petrion,,,Kleinchroniken,166.12,Constantinople: Petrion: was a nun at  Petrion,Dignity,,,,
Theodora,1,230531,Constantinople: Mangana,,,Mauropous: Orations,37,Constantinople: Mangana: made a donation to Saint Georgios of  Mangana,Does not specify presence,,,,
Theodora,1,395529,"Nea Mone, Chios",,,"Nea Mone,",Miklosich-Müller 5.6,"Nea Mone, Chios: contributed to the growth of the monastery of Nea Mone, Chios",Does not specify presence,,,,
Theodora,1,248433,Constantinople: Great Palace,,,Psellos: Chronographia,II 4.9-10,Constantinople: Great Palace: was brought up and educated in  Palace,Specifies presence,,,,
Theodora,1,248511,Constantinople: Great Palace,,,Psellos: Chronographia,V 34.15,Constantinople: palace: by <Romanos 3> at <Zoe 1>'s instigation was removed from the palace,Specifies presence,,,,
Theodora,1,248510,Constantinople: Great Palace,,,Psellos: Chronographia,V 34.9,"Constantinople: palace: after <Zoe 1>, she enjoyed the splendour in the palace",Specifies presence,,,,
Theodora,1,248512,Constantinople: Hagia Sophia,https://pleiades.stoa.org/places/307220778,,Psellos: Chronographia,V 37.9-10,Constantinople: Hagia Sophia: was led by the people to  Hagia Sophia,Specifies presence,,,,
Theodora,1,248538,Constantinople: Hagia Sophia,https://pleiades.stoa.org/places/307220778,,Psellos: Chronographia,V 50.12-13; 51.3,Constantinople: Hagia Sophia: she was in  Hagia Sophia,Specifies presence,,,,
Theodora,1,248593,Constantinople: Great Palace,,,Psellos: Chronographia,VI 202.8,Constantinople: Great Palace: sailed to  Palace,Specifies presence,,,,
Theodora,1,248556,Constantinople: Hippodrome,https://pleiades.stoa.org/places/773739435,,Psellos: Chronographia,VI 61.6-10,Constantinople: Hippodrome: went in procession to  Hippodrome,Specifies presence,,,,
Theodora,1,248567,Constantinople: Chalke,,,Psellos: Chronographia,VI 88.1-6,Constantinople: Chalke: watched the triumph from the church of Christ at the Chalke,Specifies presence,,,,
Theodora,1,246893,Constantinople: Petrion,,,Zonaras,17.11.6,Constantinople: Petrion: was banished to  Petrion,Specifies presence,,,,
Theodora,1,246945,Constantinople: Hagia Sophia,https://pleiades.stoa.org/places/307220778,,Zonaras,17.19.16,Constantinople: Hagia Sophia : was led to  Hagia Sophia ,Specifies presence,,,,
Theodora,1,246952,Constantinople: Hagia Sophia,https://pleiades.stoa.org/places/307220778,,Zonaras,17.19.23,Constantinople: Hagia Sophia : was waiting in  Hagia Sophia ,Specifies presence,,,,
Theodora,1,246966,Constantinople: Chalke,,,Zonaras,17.22.19,Constantinople: Chalke: sat beside <Konstantinos 9> in the vestibule at the triumph [over <Georgios 62>]  Chalke (Church of the Saviour at ),Specifies presence,,,,
Theodora,1,246997,Constantinople: Great Palace,,,Zonaras,17.28.19,Constantinople: Great Palace: put in at  Great Palace,Specifies presence,,,,
Theodoros,178,225915,Chalcedon,https://pleiades.stoa.org/places/520988,,Alexios Stoudites,"19.15, Rhalles-Potles 5.24, 5.32",Chalcedon: was metropolitan of Chalcedon,Dignity,,,,
Theodoros,179,225941,Pompeioupolis (Paphlagonia),https://pleiades.stoa.org/places/845041,,Alexios Stoudites,"20.8, 27.4",Pompeioupolis (Paphlagonia): was metropolitan of Pompeioupolis (Paphlagonia),Dignity,,,,
Theodoros,181,226012,Kamachos (Anzitene),,,Alexios Stoudites,Rhalles-Potles 5.32,Kamachos (Anzitene): was metropolitan of Kamachos (Anzitene),Dignity,,,,
Theodoros,6003,434123,Trebizond,https://pleiades.stoa.org/places/857359,,Anna Komnene,255.23,Trebizond: attacked the Turks and captured Trebizond,Specifies presence,,,,
Theodoros,6003,434131,Trebizond,https://pleiades.stoa.org/places/857359,,Anna Komnene,255.23,Trebizond: became doux of Trebizond,Dignity,,,,
Theodoros,6003,434124,Chaldia,https://pleiades.stoa.org/places/857082,,Anna Komnene,255.24,Chaldia: was originally from Chaldia,Does not specify presence,,,,
Theodoros,6003,434150,Pharos (on Bosporos),,,Anna Komnene,256.62-74,Pharos (on Bosporos): persuaded <Anonymi 183> to allow <Gregorios 62> to accompany him as far as Pharos,Does not specify presence,,,,
Theodoros,6003,434149,Sosthenion (on Bosporos),https://pleiades.stoa.org/places/521070,,Anna Komnene,256.65,Sosthenion (on Bosporos): was accompanied by his son <Gregorios 62> as far as Sosthenion,Does not specify presence,,,,
Theodoros,6003,435372,Paipert,,https://www.geonames.org/750938,Anna Komnene,340.83,Paipert: at the time of the First Crusade captured Paipert,Specifies presence,,,,
Theodoros,176,254199,Sely(m)bria (Thrace),https://pleiades.stoa.org/places/511414,,Attaleiates: Diataxis,47487,Sely(m)bria (Thrace): was bequeathed by his father (<Michael 202>) rental properties at Sely(m)bria (Thrace),Does not specify presence,,,,
Theodoros,176,254200,Raidestos (Thrace),https://pleiades.stoa.org/places/511187,,Attaleiates: Diataxis,47488,Raidestos (Thrace): was bequeathed by his father (<Michael 202>) rental properties outside the western gate of Raidestos (Thrace),Does not specify presence,,,,
Theodoros,176,254203,Raidestos: Hagios Georgios,,,Attaleiates: Diataxis,47508,Raidestos: Hagios Georgios: was charistikarios together with his father (<Michael 202>) of the monastery of  Hagios Georgios,Does not specify presence,,,,
Theodoros,176,254204,Raidestos: Hagios Prokopios,,,Attaleiates: Diataxis,47.511-513,Raidestos: Hagios Prokopios: was charistikarios together with his father (<Michael 202>) of the nunnery of  Hagios Prokopios,Does not specify presence,,,,
Theodoros,175,224990,Amaseia,https://pleiades.stoa.org/places/857018,,Chrysobull of 1079,31.8,Amaseia: was metropolitan of Amaseia,Dignity,,,,
Theodoros,118,376058,Athos: Docheiariou,https://pleiades.stoa.org/places/501365,https://www.geonames.org/736414,Kastamonitou,29.24,"Athos, Mount: Docheiariou: was hegoumenos (?) of  Docheiariou",Dignity,,,,
Theodoros,114,228026,Peteriskos (Bulgaria),,https://www.geonames.org/734679,Kekaumenos,218.19,Peteriskos (Bulgaria): was taken by Nikoulitzas (<Nikoulitzas 101>) to Peteriskos (Bulgaria),Specifies presence,,,,
Theodoros,184,229616,Ephesos,https://pleiades.stoa.org/places/599612,,Lazaros of Galesion,"520A, 526A",Ephesos: was metropolitan of Ephesos,Dignity,,,,
Theodoros,184,229745,"Koumaron, Mount: Hagia Marina",,,Lazaros of Galesion,526A,"Koumaron, Mount: Hagia Marina: persuaded <Lazaros 104> to settle at  Hagia Marina",Does not specify presence,,,,
Theodoros,118,395345,Athos: Docheiariou,https://pleiades.stoa.org/places/501365,https://www.geonames.org/736414,Panteleemon,55.7,Athos: Docheiariou: was hegoumenos of the monastery of  Docheiariou,Dignity,,,,
Theodoros,101,341788,Patmos,https://pleiades.stoa.org/places/599872,,Patmos: Testament,82,Patmos: was forbidden by <Christodoulos 101> to introduce any of his relatives into the monastery on Patmos,Does not specify presence,J 1093 [TAQ],Aleksandar,,"This document was produced in 1093, March 10 and 15."
Theodoros,106,379820,Rhodes,https://pleiades.stoa.org/places/590031,,Psellos,"Letters (K - D) 50, 82.15",Rhodes: was originally from Rhodes,Does not specify presence,J 1060 [TPQ],Aleksandar,,The text even specifically states that Theodoros Alopos was born in Constantinople.
Theodoros,126,418845,Opsikion,,,Seals,,Opsikion: was strategos of Opsikion,Dignity,,,,
Theodoros,175,417334,Amaseia,https://pleiades.stoa.org/places/857018,,Seals,,Amaseia: was metropolitan of Amaseia,Dignity,,,,
Theodoros,111,225307,Cherson,https://pleiades.stoa.org/places/226564,,Synod of 1094,219,Cherson: was archbishop of Cherson,Dignity,,,,
Theodoros,118,395441,Athos: Docheiariou,https://pleiades.stoa.org/places/501365,https://www.geonames.org/736414,Xeropotamou,59.42,Athos: Docheiariou: was hegoumenos of the monastery of  Docheiariou,Dignity,,,,
