Name,Code,Factoid ID,Location,Pleiades,Geonames,Source,Source loc,Description in PBW,RELEVEN location type,Date,Dating authority,Notes
Baldwin,52,441847,"Edessa (Rohas, Mesopotamia)",https://pleiades.stoa.org/places/658457,,Walter the Chancellor,1.5,"Edessa (Rohas, Mesopotamia): was count of Edessa",Dignity,,,
Roger,4002,441842,Hab,,,Walter the Chancellor,1.5,"Hab: before the first battle of Tall Danith, camped at Hab",Specifies presence,,,
William,102,441836,Jabala,,,Walter the Chancellor,1.5,Jabala: was bishop of Jabala,Dignity,,,
Roger,4002,441883,Antioch (on the Orontes),https://pleiades.stoa.org/places/658381,,Walter the Chancellor,1.7,Antioch (on the Orontes): received a hero's welcome at Antioch,Specifies presence,,,
Roger,4002,441884,Antioch: Hagios Petros basilica,https://pleiades.stoa.org/places/658381,,Walter the Chancellor,1.7,Antioch: Hagios Petros basilica: Celebrations of his victory at the first battle of Tall Danith climaxed in the basilica of Hagios Petros,Specifies presence,,,
Roger,4002,441715,Antioch (on the Orontes),https://pleiades.stoa.org/places/658381,,Walter the Chancellor,1.prol.,Antioch (on the Orontes): was lord and general of Antioch,Dignity,,,
Roger,4002,441721,Antioch (on the Orontes),https://pleiades.stoa.org/places/658381,,Walter the Chancellor,1.prol.,Antioch (on the Orontes): was prince of Antioch,Dignity,,,
Roger,4002,441893,Artah (Syria),,,Walter the Chancellor,2.1,"Artah (Syria): before the Field of Blood, asked his army to assemble at Artah",Specifies presence,,,
Ilghazi,4001,442026,Artah (Syria),,,Walter the Chancellor,2.10,"Artah (Syria): concentrated his attack on al-Atharib, not Artah",Specifies presence,,,
Baldwin,52,442035,Hab,,,Walter the Chancellor,2.11,Hab: marched to the second battle of Tall Danith via Hab,Specifies presence,,,
Baldwin,52,442060,Hab,,,Walter the Chancellor,2.11,"Hab: on the morning of the second battle of Danith, made an unexplained move towards Hab",Specifies presence,,,
Evremar,4001,442050,Caesarea (Palestine),,,Walter the Chancellor,"2.11, 2.12",Caesarea (Palestine): was archbishop of Caesarea,Dignity,,,
Baldwin,52,442079,Antioch: Hagios Petros basilica,https://pleiades.stoa.org/places/658381,,Walter the Chancellor,2.12,Antioch: Hagios Petros basilica: his campaign for the second battle of Tall Danith began and ended in Hagios Petros,Specifies presence,,,
Anonymus,851,442075,Antioch (on the Orontes),https://pleiades.stoa.org/places/658381,,Walter the Chancellor,2.12,Antioch (on the Orontes): took news of the second battle of Danith to Antioch,Specifies presence,,,
Arnulf,101,442097,Mar'ash,,,Walter the Chancellor,2.15,Mar'ash: was seneschal of Mar'ash,Dignity,,,
Anonymus,853,442118,Damascus,https://pleiades.stoa.org/places/678106,,Walter the Chancellor,2.15,Damascus: was cadi (?) of Damascus,Dignity,,,
Joscelin,4001,442157,"Edessa (Rohas, Mesopotamia)",https://pleiades.stoa.org/places/658457,,Walter the Chancellor,2.16,"Edessa (Rohas, Mesopotamia): was count of Edessa",Dignity,,,
Joscelin,4001,442159,Sarmada,,,Walter the Chancellor,2.16,"Sarmada: to protect Zerdana, advanced to Sarmada",Specifies presence,,,
Anonymus,857,442136,Acre,https://pleiades.stoa.org/places/678010,,Walter the Chancellor,2.16,Acre: was viscount of Acre,Dignity,,,
Bernard,4001,441901,Artah (Syria),,,Walter the Chancellor,2.2,Artah (Syria): tried to keep <Roger 4002> and his army at Artah,Specifies presence,,,
Petros,4005,441923,Apamea,https://pleiades.stoa.org/places/668335,,Walter the Chancellor,2.3,Apamea: was archbishop of Apamea,Dignity,,,
Anonymus,842,441920,Artah (Syria),,,Walter the Chancellor,2.3,Artah (Syria): he was bishop of Artah,Dignity,,,
Renaud,4004,441957,Sarmada,,,Walter the Chancellor,2.5,"Sarmada: after the Field of Blood, held out a little in the tower of Sarmada",Specifies presence,,,
Joseph,115,441979,Artah (Syria),,,Walter the Chancellor,2.7,Artah (Syria): was castellan of Artah,Dignity,,,
Ilghazi,4001,441999,Artah (Syria),,,Walter the Chancellor,2.8,Artah (Syria): allowed <Joseph 115> to give power in Artah to <Sahenas 101>,Specifies presence,,,
Sahenas,101,441994,Artah (Syria),,,Walter the Chancellor,2.8,Artah (Syria): he became the representative of <Ilghazi 4001> at Artah,Specifies presence,,,
Baldwin,52,442015,Antioch (on the Orontes),https://pleiades.stoa.org/places/658381,,Walter the Chancellor,2.9,Antioch (on the Orontes): became prince of Antioch,Dignity,,,
Ilghazi,4001,441998,Laodikeia (Syria),https://pleiades.stoa.org/places/668290,,Walter the Chancellor,2.9,Laodikeia (Syria): sent men to ambush <Baldwin 51> near Laodikeia,Does not specify presence,,,
Ilghazi,4001,442000,St Symeon (monastery),,,Walter the Chancellor,2.9,St Symeon (monastery): sent men to attack the Franks and ambush <Baldwin 51> near St Symeon (monastery),Does not specify presence,,,
Petros,61,370940,Jerusalem,https://pleiades.stoa.org/places/687928,,William of Tyre,"bk. 1, 11.1-6",Jerusalem: came as a pilgrim to Jerusalem,Specifies presence,,,
Anonymus,4007,370963,Jerusalem,https://pleiades.stoa.org/places/687928,,William of Tyre,"bk. 1, 11.22-26",Jerusalem: did interpretation in Jerusalem,Specifies presence,,,
Petros,61,370942,Bari (Apulia),https://pleiades.stoa.org/places/442500,,William of Tyre,"bk. 1, 12.35",Bari: sailed from Palestine to Bari,Specifies presence,,,
Adhemar,4001,442392,Le Puy,,,William of Tyre,"bk. 1, 16.35",Le Puy: was bishop of Le Puy,Dignity,,,
Godfrey,51,370946,Hungary,,,William of Tyre,"bk. 1, 17.46-47",Hungary: planned to journey with his forces via Hungary,Does not specify presence,,,
Adhemar,4001,370948,Dalmatia,,,William of Tyre,"bk. 1, 17.47-48",Dalmatia: planned to journey with his forces via Dalmatia,Does not specify presence,,,
Raymond,61,370947,Dalmatia,,,William of Tyre,"bk. 1, 17.47-48",Dalmatia: planned to journey with his forces via Dalmatia,Does not specify presence,,,
Walter,4001,371007,Bulgaria,,,William of Tyre,"bk. 1, 18.17-55",Bulgaria: from Belgrade to Sophia crossed Bulgaria,Specifies presence,,,
Walter,4001,370951,Berino(u)polis,,,William of Tyre,"bk. 1, 18.18-34",Belgrade: crossed out of Hungarian territory and reached Belgrade,Specifies presence,,,
Walter,4001,370949,Hungary,,,William of Tyre,"bk. 1, 18.6-18",Hungary: successfully passed with his forces across Hungary,Specifies presence,,,
Niketas,4001,370957,Berino(u)polis,,,William of Tyre,"bk. 1, 19.31-32",Belgrade: at approach of <Petros 61> abandoned indefensible city of Belgrade,Specifies presence,,,
Petros,61,370958,Nis (Naissus),,,William of Tyre,"bk. 1, 19.46-48",Nis: in eight days from Belgrade reached fortified city of Nis,Specifies presence,,,
Niketas,4001,370959,Nis (Naissus),,,William of Tyre,"bk. 1, 19.52",Nis: was governor of Nis,Dignity,,,
Petros,61,370955,Hungary,,,William of Tyre,"bk. 1, 19.8-13",Hungary: safely and comfortably crossed Hungary,Specifies presence,,,
Petros,61,371008,Bulgaria,,,William of Tyre,"bk. 1, 20 tit.",Bulgaria: suffered severe losses at the fortress of Nis in Bulgaria,Specifies presence,,,
Petros,61,370960,Bosporos,https://pleiades.stoa.org/places/520977,,William of Tyre,"bk. 1, 22.42","Bosporos: from Contantinople, crossed into Bithynia via the Bosporos",Specifies presence,,,
Petros,61,370961,Bithynia,,,William of Tyre,"bk. 1, 22.42-43",Bithynia: crossed from Constantinople to Bithynia,Specifies presence,,,
Clarembald,4001,370971,Apulia,https://pleiades.stoa.org/places/442469,,William of Tyre,"bk. 1, 30.34-36",Apulia: after failure of <Emicho 4001> went via Carinthia to Apulia,Specifies presence,,,
Hartmann,4001,370973,Apulia,https://pleiades.stoa.org/places/442469,,William of Tyre,"bk. 1, 30.34-36",Apulia: after failure of <Emicho 4001> went via Carinthia to Apulia,Specifies presence,,,
Thomas,4001,370970,Apulia,https://pleiades.stoa.org/places/442469,,William of Tyre,"bk. 1, 30.34-36",Apulia: after failure of <Emicho 4001> went via Carinthia to Apulia,Specifies presence,,,
William,4006,370972,Apulia,https://pleiades.stoa.org/places/442469,,William of Tyre,"bk. 1, 30.34-36",Apulia: after failure of <Emicho 4001> went via Carinthia to Apulia,Specifies presence,,,
Ioannes,4001,370939,Jerusalem,https://pleiades.stoa.org/places/687928,,William of Tyre,"bk. 1, 6.20",Jerusalem: was living as a monk at Jerusalem,Does not specify presence,,,
Belfeth,4001,370923,Laodikeia (Syria),https://pleiades.stoa.org/places/668290,,William of Tyre,"bk. 1, 9.46-47",Laodikeia (Syria): captured lands from the Hellespont (Bosporos) to Laodikeia (Syria),Does not specify presence,,,
Belfeth,4001,370924,Bosporos,https://pleiades.stoa.org/places/520977,,William of Tyre,"bk. 1, 9.46-47",Bosporos: captured lands from Laodokeia in Syria to the Bosporos,Does not specify presence,,,
Belfeth,4001,370925,Antioch (on the Orontes),https://pleiades.stoa.org/places/658381,,William of Tyre,"bk. 1, 9.52-54",Antioch (on the Orontes): captured Antioch (on the Orontes),Does not specify presence,,,
Belfeth,4001,370927,Cilicia,https://pleiades.stoa.org/places/981514,,William of Tyre,"bk. 1, 9.55-56",Cilicia: captured both provinces of Cilicia,Does not specify presence,,,
Belfeth,4001,370928,Isauria,https://pleiades.stoa.org/places/991404,,William of Tyre,"bk. 1, 9.56",Isauria: captured Isauria,Does not specify presence,,,
Belfeth,4001,370929,Pamphylia,,,William of Tyre,"bk. 1, 9.56",Pamphylia: captured Pamphylia,Does not specify presence,,,
Belfeth,4001,370931,Pisidia,https://pleiades.stoa.org/places/639060,,William of Tyre,"bk. 1, 9.56",Pisidia: captured Pisidia,Does not specify presence,,,
Belfeth,4001,370932,Lykaonia,https://pleiades.stoa.org/places/1001911,,William of Tyre,"bk. 1, 9.56",Lykaonia: captured Lykaonia,Does not specify presence,,,
Belfeth,4001,370933,Cappadocia,,,William of Tyre,"bk. 1, 9.56-57",Cappadocia: captured Cappadocia,Does not specify presence,,,
Belfeth,4001,370934,Galatia,https://pleiades.stoa.org/places/991393,,William of Tyre,"bk. 1, 9.57",Galatia: captured Galatia,Does not specify presence,,,
Belfeth,4001,370935,Pontos,https://pleiades.stoa.org/places/344460,,William of Tyre,"bk. 1, 9.57",Pontos: captured both provinces of Pontos,Does not specify presence,,,
Belfeth,4001,370936,Bithynia,,,William of Tyre,"bk. 1, 9.57",Bithynia: captured Bithynia,Does not specify presence,,,
Belfeth,4001,370937,Asia Minor,,,William of Tyre,"bk. 1, 9.57-58",Asia Minor: captured part of Asia Minor,Does not specify presence,,,
Baldwin,51,371273,Acre,https://pleiades.stoa.org/places/678010,,William of Tyre,"bk. 10, 1.27-28",Acre: at the second attempt captured Acre,Specifies presence,J 1004,source,"correct source location: bk. 10, 28.27-28"
Hugh,4001,371222,Nicaea,https://pleiades.stoa.org/places/511268,,William of Tyre,"bk. 10, 11(12).40-42",Nicaea: with crusade of 1101 reached Nicaea,Specifies presence,,,
Raymond,61,371225,Nicaea,https://pleiades.stoa.org/places/511268,,William of Tyre,"bk. 10, 11(12).40-42",Nicaea: with crusade of 1101 reached Nicaea,Specifies presence,,,
Stephanos,4001,371223,Nicaea,https://pleiades.stoa.org/places/511268,,William of Tyre,"bk. 10, 11(12).40-42",Nicaea: with crusade of 1101 reached Nicaea,Specifies presence,,,
Stephanos,4003,371224,Nicaea,https://pleiades.stoa.org/places/511268,,William of Tyre,"bk. 10, 11(12).40-42",Nicaea: with crusade of 1101 reached Nicaea,Specifies presence,,,
William,4014,371221,Nicaea,https://pleiades.stoa.org/places/511268,,William of Tyre,"bk. 10, 11(12).40-42",Nicaea: with crusade of 1101 reached Nicaea,Specifies presence,,,
Stephanos,4001,371229,Antioch (on the Orontes),https://pleiades.stoa.org/places/658381,,William of Tyre,"bk. 10, 12(13).27-28","Antioch (on the Orontes): after disaster of crusade of 1101, reached Antioch (on the Orontes)",Specifies presence,,,
Stephanos,4003,371230,Antioch (on the Orontes),https://pleiades.stoa.org/places/658381,,William of Tyre,"bk. 10, 12(13).27-28","Antioch (on the Orontes): after disaster of crusade of 1101, reached Antioch (on the Orontes)",Specifies presence,,,
William,4014,371228,Antioch (on the Orontes),https://pleiades.stoa.org/places/658381,,William of Tyre,"bk. 10, 12(13).27-28","Antioch (on the Orontes): after disaster of crusade of 1101, reached Antioch (on the Orontes)",Specifies presence,,,
Anonymus,4033,442850,Caesarea (Palestine),,,William of Tyre,"bk. 10, 15(16).27-28",Caesarea (Palestine): was amir of Caesarea,Dignity,,,
Baldwin,51,371237,Ramla (Palestine),,,William of Tyre,"bk. 10, 16(17).1-73",Ramla (Palestine): eventually defeated Egyptian invasion at first Battle of Ramla (Palestine),Specifies presence,,,
Geoffrey,4001,371241,Jerusalem,https://pleiades.stoa.org/places/687928,,William of Tyre,"bk. 10, 18(19).27-28",Jerusalem: celebrated Easter 1102 in Jerusalem,Specifies presence,,,
Hugh,4003,371242,Jerusalem,https://pleiades.stoa.org/places/687928,,William of Tyre,"bk. 10, 18(19).27-28",Jerusalem: celebrated Easter 1102 in Jerusalem,Specifies presence,,,
Stephanos,4001,371239,Jerusalem,https://pleiades.stoa.org/places/687928,,William of Tyre,"bk. 10, 18(19).27-28",Jerusalem: celebrated Easter 1102 in Jerusalem,Specifies presence,,,
Stephanos,4003,371240,Jerusalem,https://pleiades.stoa.org/places/687928,,William of Tyre,"bk. 10, 18(19).27-28",Jerusalem: celebrated Easter 1102 in Jerusalem,Specifies presence,,,
William,4014,371238,Jerusalem,https://pleiades.stoa.org/places/687928,,William of Tyre,"bk. 10, 18(19).27-28",Jerusalem: celebrated Easter 1102 in Jerusalem,Specifies presence,,,
Stephanos,4001,371243,Ramla (Palestine),,,William of Tyre,"bk. 10, 19(20).37",Ramla (Palestine): died fighting in the second Battle of Ramla (Palestine),Specifies presence,,,
Stephanos,4003,371244,Ramla (Palestine),,,William of Tyre,"bk. 10, 19(20).37",Ramla (Palestine): died fighting in the second Battle of Ramla (Palestine),Specifies presence,,,
Baldwin,51,371245,Ramla (Palestine),,,William of Tyre,"bk. 10, 19(20).5-37",Ramla (Palestine): attacked recklessly and was badly defeated at the second Battle of Ramla (Palestine),Specifies presence,,,
Baldwin,51,371246,Ramla (Palestine),,,William of Tyre,"bk. 10, 20(21).21-33",Ramla (Palestine): escaped massacre of those in the citadel at Ramla (Palestine),Specifies presence,,,
Tancred,61,371249,Laodikeia (Syria),https://pleiades.stoa.org/places/668290,,William of Tyre,"bk. 10, 22(23).11",Laodikeia (Syria): by prior agreement took over Laodikeia (Syria),Specifies presence,,,
Tancred,61,371248,Apamea,https://pleiades.stoa.org/places/668335,,William of Tyre,"bk. 10, 22(23).4",Apamea: captured by force Apamea,Specifies presence,,,
Baldwin,52,371281,"Edessa (Rohas, Mesopotamia)",https://pleiades.stoa.org/places/658457,,William of Tyre,"bk. 10, 23(24).1","Edessa (Rohas, Mesopotamia): became Count of Edessa (Rohas, Mesopotamia)",Dignity,,,
Joscelin,4001,371252,Tuluppa,,,William of Tyre,"bk. 10, 23(24).16-20",Tuluppa: in grant of western lands by <Baldwin 52> received city of Tuluppa,Does not specify presence,,,
Joscelin,4001,371255,Ravendel (Syria),,,William of Tyre,"bk. 10, 23(24).16-20",Ravendel (Syria): in grant of western lands by <Baldwin 52> received fortress of Ravendel (Syria),Does not specify presence,,,
Baldwin,52,371250,Samosata (on Euphrates),,,William of Tyre,"bk. 10, 23(24).21-22","Samosata (on Euphrates): in granting his western lands to <Joscelin 4001>, kept Samosata (on Euphrates)",Does not specify presence,,,
Baldwin,51,371258,Acre,https://pleiades.stoa.org/places/678010,,William of Tyre,"bk. 10, 25(26).10-29",Acre: unsuccessfiully attacked Acre,Specifies presence,J 1103,source,
Raymond,61,371259,Tripoli (Palestine),https://pleiades.stoa.org/places/668394,,William of Tyre,"bk. 10, 26(27).6-11","Tripoli (Palestine): built castle of Mt Pilgrim, two miles from Tripoli (Palestine)",Does not specify presence,,,
Anonyma,4007,371260,Tripoli (Palestine),https://pleiades.stoa.org/places/668394,,William of Tyre,"bk. 10, 26(27)15-18","Tripoli (Palestine): gave birth to <Alphonse 4001> at Mt Pilgrim, near Tripoli (Palestine)",Specifies presence,,,
Baldwin,52,371266,Harran,,,William of Tyre,"bk. 10, 28(29).1-29(30).36",Harran: was taken prisoner during the massacre at Harran,Specifies presence,J 1104,source,
Joscelin,4001,371267,Harran,,,William of Tyre,"bk. 10, 28(29).1-29(30).36",Harran: was taken prisoner during the massacre at Harran,Specifies presence,J 1104,source,
Bernard,4001,371263,Harran,,,William of Tyre,"bk. 10, 28(29).1-29(30).38",Harran: escaped from the massacre at Harran,Specifies presence,J 1104,source,
Daimbert,4001,371264,Harran,,,William of Tyre,"bk. 10, 28(29).1-29(30).38",Harran: escaped from the massacre at Harran,Specifies presence,J 1104,source,
Tancred,61,371262,Harran,,,William of Tyre,"bk. 10, 28(29).1-29(30).38",Harran: escaped from the massacre at Harran,Specifies presence,J 1104,source,
Benediktos,4001,371265,Harran,,,William of Tyre,"bk. 10, 28(29).1-29(30).45",Harran: with the aid of a fellow-Christian escaped from the massacre at Harran,Specifies presence,J 1104,source,
Anonyma,4005,371204,Antioch (on the Orontes),https://pleiades.stoa.org/places/658381,,William of Tyre,"bk. 10, 5.19",Antioch (on the Orontes): was sent by <Baldwin 51> to Jaffa from Antioch (on the Orontes),Specifies presence,"J 1101, October 2 [TPQ]",source,
Baldwin,51,371205,Laodikeia (Syria),https://pleiades.stoa.org/places/668290,,William of Tyre,"bk. 10, 5.26-27","Laodikeia (Syria): on way from Edessa to claim inheritance in Jerusalem, passed though Laodikeia (Syria)",Specifies presence,"J 1101, October 2 [TPQ]",source,
Ammar,101,371208,Tripoli (Palestine),https://pleiades.stoa.org/places/668394,,William of Tyre,"bk. 10, 5.29-32",Tripoli (Palestine): welcomed <Baldwin 51> and warned him of ambushes as he reached  Tripoli (Palestine),Specifies presence,,,
Baldwin,51,371207,Tripoli (Palestine),https://pleiades.stoa.org/places/668394,,William of Tyre,"bk. 10, 5.29-32",Tripoli (Palestine): was warned of ambushes by ruler of Tripoli (Palestine),Specifies presence,,,
Baldwin,51,371211,Jerusalem,https://pleiades.stoa.org/places/687928,,William of Tyre,"bk. 10, 6.58-61",Jerusalem: was ceremonially intruduced by all nationalities as king into Jerusalem,Specifies presence,,,
Daimbert,4001,371215,"Jerusalem: Sion, mountain and church",,https://www.geonames.org/8354430,William of Tyre,"bk. 10, 7.16-20","Jerusalem: Sion, mountain and church: retired for reading and prayer to the church of mount  Sion",Specifies presence,,,
Baldwin,51,371214,Askalon,https://pleiades.stoa.org/places/687839,,William of Tyre,"bk. 10, 8.1-8",Askalon: soon after arrival in Jerusalem made a demonstration outside Askalon,Specifies presence,"J 1101, December 21 [TAQ]",source,
Tancred,61,371227,Antioch (on the Orontes),https://pleiades.stoa.org/places/658381,,William of Tyre,"bk. 10, 9.25-29",Antioch (on the Orontes): became regent of Antioch (on the Orontes),Dignity,,,
Hugh,4010,371381,Tiberias (Palestine),https://pleiades.stoa.org/places/678431,,William of Tyre,"bk. 10, 9.27",Tiberias: was made lord of Tiberias,Dignity,,,
Daimbert,4001,371269,Rome,https://pleiades.stoa.org/places/423025,,William of Tyre,"bk. 11, 1.6-58",Rome: complained about <Arnulf 4001> and <Baldwin 51> to the Pope in Rome,Specifies presence,,,
Baldwin,51,371285,Tripoli (Palestine),https://pleiades.stoa.org/places/668394,,William of Tyre,"bk. 11, 10.25-41",Tripoli (Palestine): played decisive role in capture of Tripoli (Palestine),Specifies presence,"J 1109, June 10 [TAQ]",source,
Bertrand,4001,371284,Tripoli (Palestine),https://pleiades.stoa.org/places/668394,,William of Tyre,"bk. 11, 10.25-41",Tripoli (Palestine): After 7-year siege captured Tripoli (Palestine),Specifies presence,"J 1109, June 10",source,
Baldwin,51,371296,Shayzar (Cesarea Magna),,,William of Tyre,"bk. 11, 11.38-43",Shayzar (Cesarea Magna): faced down large Turkish army at Shayzar (Cesarea Magna),Specifies presence,,,
Bertrand,4001,371297,Shayzar (Cesarea Magna),,,William of Tyre,"bk. 11, 11.38-43",Shayzar (Cesarea Magna): faced down large Turkish army at Shayzar (Cesarea Magna),Specifies presence,,,
Tancred,61,371295,Shayzar (Cesarea Magna),,,William of Tyre,"bk. 11, 11.38-43",Shayzar (Cesarea Magna): faced down large Turkish army at Shayzar (Cesarea Magna),Specifies presence,,,
Baldwin,52,371286,Melitene,https://pleiades.stoa.org/places/629039,,William of Tyre,"bk. 11, 11.6",Melitene: threatened to shave his beard at Melitene,Specifies presence,,,
Baldwin,51,371298,Tyre (Palestine),https://pleiades.stoa.org/places/678437,,William of Tyre,"bk. 11, 17.1-42",Tyre (Palestine): made an unsuccessful attack on Tyre (Palestine),Specifies presence,,,
Tancred,61,371299,Antioch: Hagios Petros basilica,https://pleiades.stoa.org/places/658381,,William of Tyre,"bk. 11, 18.19-20",Antioch: Hagios Petros basilica: was buried in the porch of  Hagios Petros,Specifies presence,J 1112,source,
Raymond,61,371274,Tripoli (Palestine),https://pleiades.stoa.org/places/668394,,William of Tyre,"bk. 11, 2.1-8","Tripoli (Palestine): died in Mt Pilgrim, just outside Tripoli (Palestine)",Specifies presence,"J 1105, February 28",source,
Tancred,61,371275,Artah (Syria),,,William of Tyre,"bk. 11, 2.38-39",Artah (Syria): defeated <Ridwan 4001> with heavy losses near Artah (Syria),Specifies presence,J 1105,source,
Tughtigin,4001,371301,Damascus,https://pleiades.stoa.org/places/678106,,William of Tyre,"bk. 11, 20.21-25",Damascus: was perhaps implicated in assassination of <Mawdud 26101> at Damascus,Does not specify presence,,,
Mawdud,26101,371300,Damascus,https://pleiades.stoa.org/places/678106,,William of Tyre,"bk. 11, 20.21-25",Damascus: was assassinated at Damascus,Specifies presence,J 1113,source,
Tughtigin,4001,435412,Damascus,https://pleiades.stoa.org/places/678106,,William of Tyre,"bk. 11, 20.23",Damascus: was king (atabeg) of Damascus,Dignity,,,
Joscelin,4001,371302,Tiberias (Palestine),https://pleiades.stoa.org/places/678431,,William of Tyre,"bk. 11, 22.72",Tiberias: was given lordship of Tiberias,Dignity,,,
Pons,4002,371385,Tripoli (Palestine),https://pleiades.stoa.org/places/668394,,William of Tyre,"bk. 11, 23.43",Tripoli (Palestine): became count of Tripoli (Palestine),Dignity,,,
Bursuq,4001,371305,Kafartab (Syria),,,William of Tyre,"bk. 11, 25.16","Kafartab (Syria): while raiding Antioch, captured Kafartab",Specifies presence,"J 1115, September 12 [TAQ]",source,
Baldwin,51,371307,Jerusalem,https://pleiades.stoa.org/places/687928,,William of Tyre,"bk. 11, 27.1-36",Jerusalem: brought Christian Arabs to make up deficit in population of Jerusalem,Does not specify presence,,,
Baldwin,51,371276,Ramla (Palestine),,,William of Tyre,"bk. 11, 3.28",Ramla (Palestine): attacked and won third Battle of Ramla (Palestine),Specifies presence,J 1105,source,
Baldwin,51,371310,Jerusalem: Holy Sepulchre,,https://www.geonames.org/8335062,William of Tyre,"bk. 11, 31.26-31",Jerusalem: Holy Sepulchre: was buried near his brother in the  Holy Sepulchre,Specifies presence,J 1118,source,
Daimbert,4001,371277,Messina (Sicily),https://pleiades.stoa.org/places/462538,,William of Tyre,"bk. 11, 4.10-11",Messina: fell sick and died at Messina,Specifies presence,"J 1107, June 16",source,
Evremar,4001,442051,Caesarea (Palestine),,,William of Tyre,"bk. 11, 4.32-33, bk. 12, 13.27-28",Caesarea (Palestine): was bishop of Caesarea,Dignity,,,
Baldwin,51,371279,"Edessa (Rohas, Mesopotamia)",https://pleiades.stoa.org/places/658457,,William of Tyre,"bk. 11, 7.29-41","Edessa (Rohas, Mesopotamia): with large supplies of food, arranged defence of Edessa (Rohas, Mesopotamia)",Specifies presence,J 1108,source,
Tancred,61,371278,"Edessa (Rohas, Mesopotamia)",https://pleiades.stoa.org/places/658457,,William of Tyre,"bk. 11, 7.29-41","Edessa (Rohas, Mesopotamia): with large supplies of food, arranged defence of Edessa (Rohas, Mesopotamia)",Specifies presence,J 1108,source,
Baldwin,52,371280,"Edessa (Rohas, Mesopotamia)",https://pleiades.stoa.org/places/658457,,William of Tyre,"bk. 11, 8.11","Edessa (Rohas, Mesopotamia): returned, ransomed from captivity, to Edessa (Rohas, Mesopotamia)",Specifies presence,J 1109,source,
Hugh,4004,371282,Jubayl (Byblos),,,William of Tyre,"bk. 11, 9.32-60",Jubayl (Byblos): with aid of <Bertrand 4001> captured and received possession of Jubayl (Byblos),Specifies presence,,,
Hugh,4005,371283,Jubayl (Byblos),,,William of Tyre,"bk. 11, 9.57-59",Jubayl (Byblos): in <William 4001>'s day was Lord of Jubayl (Byblos),Dignity,,,
Baldwin,52,371320,Jerusalem,https://pleiades.stoa.org/places/687928,,William of Tyre,"bk. 12, 12.24-29",Jerusalem: was chosen as King of Jerusalem,Dignity,,,
Baldwin,52,371321,Antioch (on the Orontes),https://pleiades.stoa.org/places/658381,,William of Tyre,"bk. 12, 12.73-84","Antioch (on the Orontes): after the Field of Blood, was given full control of Antioch (on the Orontes)",Does not specify presence,,,
Tughtigin,4001,371334,Tyre (Palestine),https://pleiades.stoa.org/places/678437,,William of Tyre,"bk. 12, 13.13-42",Tyre (Palestine): was unable to stop capitulation of Tyre (Palestine),Specifies presence,,,"correct source location: bk. 13, 13.13-42"
Gilduin,101,452417,Jerusalem: Valley of Jehosaphat (monastery),https://pleiades.stoa.org/places/687928,,William of Tyre,"bk. 12, 13.14-16",Jerusalem: Valley of Jehosaphat (monastery): he was abbot-elect of St Mary's in the Valley of Jehosaphat,Dignity,,,
Petros,155,452420,Mt Tabor (monastery),,,William of Tyre,"bk. 12, 13.30-31",Mt Tabor (monastery): he was abbot of the monastery of Mt. Tabor,Dignity,,,
Arnaldus,101,452426,"Jerusalem: Sion, mountain and church",,https://www.geonames.org/8354430,William of Tyre,"bk. 12, 13.31-32","Jerusalem: Sion, mountain and church: he was prior of Mt. Sion",Dignity,,,
Gerard,106,452428,Jerusalem: Holy Sepulchre,,https://www.geonames.org/8335062,William of Tyre,"bk. 12, 13.32",Jerusalem: Holy Sepulchre: he was prior of the Holy Sepulchre,Dignity,,,
Balak,4001,371327,Harran,,,William of Tyre,"bk. 12, 19.",Harran: moved his prisoners from Kharpurt to Harran,Does not specify presence,,,
Joscelin,4001,371328,Euphrates,https://pleiades.stoa.org/places/912849,,William of Tyre,"bk. 12, 20.4-9","Euphrates: using 2 inflated wineskins, crossed the river Euphrates",Specifies presence,,,
Eustace,4001,371311,Apulia,https://pleiades.stoa.org/places/442469,,William of Tyre,"bk. 12, 3.55","Apulia: hearing of choice of <Baldwin 52> as king, turned back from Apulia",Specifies presence,,,
Balak,4001,371336,Hierapolis (Syria),https://pleiades.stoa.org/places/658480,,William of Tyre,"bk. 13, 11.1-15",Hierapolis (Syria): was killed in siege of Hierapolis (Syria),Specifies presence,,,
Joscelin,4001,371337,Hierapolis (Syria),https://pleiades.stoa.org/places/658480,,William of Tyre,"bk. 13, 11.1-23",Hierapolis (Syria): killed <Balak 4001> in siege of Hierapolis (Syria),Specifies presence,,,
Baldwin,52,371339,Azaz,,https://www.geonames.org/172082,William of Tyre,"bk. 13, 16.37-64",Azaz: defeated <Bursuq 4002> at battle of Azaz,Specifies presence,"J 1124, August 29 [TPQ]",Rozsa,
Bursuq,4002,371346,Azaz,,https://www.geonames.org/172082,William of Tyre,"bk. 13, 16.37-64",Azaz: was defeated by <Baldwin 52> at battle of Azaz,Specifies presence,"J 1124, August 29 [TPQ]",Rozsa,
Baldwin,52,371340,Askalon,https://pleiades.stoa.org/places/687839,,William of Tyre,"bk. 13, 17.8-44","Askalon: by setting an ambush, defeated newly arrived Egyptian garrison at Askalon",Specifies presence,,,
